-0.03880153	0.01957542	-0.03909018	0.038791288	-0.011254929
0.6331359	-0.13402563	0.40395308	0.13195617	-0.075296484
0.42057458	0.0742205	0.33932835	-0.15052488	-0.22347149
0.43123406	0.57277924	0.5345796	-0.8290963	-0.57157344
0.3840249	0.6157714	0.7979396	-0.8346077	-0.6210613
0.50481945	1.0742085	0.87235975	-1.2886573	-0.8792093
-0.1061483	0.0066769933	0.21615274	-0.13296895	-0.27608594
-0.21952721	-0.5867433	-0.032801248	0.33081105	0.17676283
0.60004115	-0.35375798	0.6232376	0.4316552	-0.18961754
0.10549156	-0.2717455	0.0047351927	0.3044623	0.12976018
0.20612362	-0.46739158	0.19554004	0.5045184	0.08310124
-0.41202635	-0.95549494	-0.4904301	0.93348426	0.6349535
0.059455212	-0.3051465	0.2523898	0.19827168	-0.05411245
-0.24443835	-1.5947905	-0.41826743	1.5935892	0.8869752
0.16837573	-0.09411441	0.12626521	0.15445961	0.0010910486
1.671675	-0.042903792	1.062821	0.24270447	-0.51500255
0.30694538	-0.14378123	0.20550607	0.20610766	-0.063864835
-0.03737042	0.099986546	-0.123287246	-0.085414015	-0.042089287
0.13352636	-0.48760357	0.057647184	0.59460634	0.21502575
0.30582097	0.5777347	0.5447022	-0.7100489	-0.40644524
-0.3283045	-0.34981456	-0.21916209	0.31731364	0.18306871
0.3728735	-0.3672346	0.39427486	0.36160553	-0.20561488
0.48797107	-0.51673126	0.19677156	0.6632062	0.19602871
0.2149411	-0.06726184	0.18050937	0.18504667	-0.04334283
0.44582975	-0.1014288	0.49293676	0.14093539	-0.22806184
0.335062	-0.23802926	0.32247308	0.33663613	0.0025130284
-0.087147206	0.2155983	-0.055902775	-0.45176414	-0.1341344
-0.17506215	0.20833023	0.20789756	-0.3116511	-0.28689453
-0.36105582	-0.20774415	-0.25437418	0.014495857	0.1592451
-0.003125409	-0.04031271	0.31248567	0.06450475	-0.1498488
0.08029188	-0.20600688	-0.010626767	0.35495195	0.07876459
0.3302082	-0.15800919	0.26854885	0.13682562	-0.15029682
0.0654092	-0.34717515	0.09703876	0.29131714	0.011515355
0.1272101	-0.14270267	0.13609473	0.08328685	-0.009137889
0.23887528	0.1968844	0.25450563	-0.12658495	-0.26153702
0.16423634	-0.12774089	0.24479671	0.155451	-0.040599845
-0.0060483064	0.20075242	0.09678161	-0.33576083	-0.13019115
-0.1052123	-0.037464987	-0.08883986	0.090470605	0.08655441
-0.13049531	0.13020018	0.0106437635	-0.27176708	-0.0785802
0.10118644	-0.09841814	0.12798414	0.07736163	0.063007034
0.13838835	-0.27324554	0.2621238	0.16495693	-0.1585742
0.45247987	-0.3686016	0.2911703	0.5335712	0.08712657
0.22435467	-0.5611983	0.42124042	0.36438197	-0.22144453
-0.039755803	-0.31734684	0.18154421	0.25336373	-0.10905613
1.6299227	0.4141004	1.3988214	0.057757497	-0.9489837
0.047020387	0.021331716	0.2518145	-0.09569071	-0.26343402
-0.001325021	-0.03415884	0.013881906	0.04814384	0.063678704
0.5061007	-0.2347949	0.5740093	0.2731157	-0.31245467
0.522747	-0.15771112	0.46871597	0.16646297	-0.1574942
-0.13949683	0.1011497	-0.00981762	-0.18665028	-0.09638069
0.12511419	-0.42443135	-0.13522029	0.48513815	0.35271326
0.33869576	-0.9425701	0.24729812	1.0205323	0.14594333
0.2297343	-0.44056362	0.19677652	0.46047366	-0.00923814
-0.3397221	-0.014670309	0.10475603	-0.012609002	-0.10458408
0.57029295	0.4017945	0.62436503	-0.2954069	-0.5247799
-0.02331252	-0.2650086	-0.1017912	0.31012824	0.20301154
-0.10573143	-0.038940623	0.2998963	-0.17607628	-0.22649746
-0.2349993	-0.5464471	-0.042480174	0.57695574	0.25908262
0.39694166	-0.99457544	0.26309955	0.99064726	0.3143051
-0.16542487	0.030561056	0.0747916	-0.07385656	-0.028146738
0.0089153955	0.16715008	0.11863508	-0.09461956	-0.16788037
-0.18473087	-0.004451353	-0.20277861	-0.05126163	0.16805923
-0.040556125	0.14486666	0.039581373	-0.10078307	-0.104211815
0.25981358	-0.71268517	-0.010200683	0.69731253	0.37340233
-0.006750389	0.029799001	0.41101927	-0.03872833	-0.33805063
0.12198486	-0.028995961	0.19823593	0.10382984	-0.04795092
0.15721892	-0.10213506	0.20985954	0.13181183	-0.04712235
0.31261787	0.17935833	0.26286075	-0.079136685	-0.2371989
-0.25644735	-0.556082	-0.096115395	0.40653118	0.19381203
